app_name,price,id,developer,principal_genre,principal_tag,principal_spec,release_year
Zup! 3 - DLC,0.0,584770,Quiet River,Casual,Indie,Single-player,2017
European Mystery: Scent of Desire Collector’s Edition,9.99,580480,Blam! Games,Adventure,Adventure,Single-player,2017
Hunt: The Unknown Quarry,0.0,528450,"Quicksilver Software, Inc.",Indie,Indie,Single-player,2017
HitBox,0.0,341890,"Tyler Rogers,David Colson",Action,Action,Single-player,2017
Disgaea 2 PC / 魔界戦記ディスガイア2 PC,19.99,495280,"Nippon Ichi Software, Inc.",RPG,RPG,Single-player,2017
Hunt: The Unknown Quarry - Full Version,14.99,571610,Sin dato,Indie,Strategy,Single-player,2017
MORTEM,4.99,585740,Nighthood Games,Action,Indie,Single-player,2017
RE:HT - War of the Human Tanks Remix Album,4.99,578560,Yakiniku Banzai,Adventure,Strategy,Single-player,2017
Square n Fair,2.99,575680,ThinkOfGames,Casual,Casual,Single-player,2017
Ninja Stealth 2,0.99,585830,SC Jogos,Indie,Indie,Single-player,2017
Metanet Hunter CD,4.99,586570,RodeoNET,Action,Action,Single-player,2017
Double Dragon IV,6.99,528610,Arc System Works,Action,Action,Single-player,2017
Finding Hope,2.99,481600,Falling Star Studio,Adventure,Adventure,Single-player,2017
Learn Japanese To Survive! Katakana War,6.99,554600,Sleepy Duck,Adventure,RPG,Single-player,2017
PhotoTangler Collage Maker,19.99,586560,Solid Eight Studios,Design &amp; Illustration,Design & Illustration,Sin dato,2016
Learn Japanese To Survive! Katakana War - Manga + Art Book,2.99,575500,Sleepy Duck,Adventure,Strategy,Single-player,2017
Learn Japanese To Survive! Katakana War - Study Guide,2.99,575501,Sleepy Duck,Adventure,Strategy,Single-player,2017
Samurai Sword VR,9.99,574150,Sin dato,Sin dato,Action,Single-player,2017
Linelight,9.99,469790,My Dog Zorro,Action,Indie,Single-player,2017
Conan Exiles - Barbarian Edition Content,30.0,577840,Funcom,Action,RPG,Single-player,2017
Conan Exiles,29.99,440900,Funcom,Action,Early Access,Single-player,2017
Triangle,1.99,581430,Spectrum Games,Action,Casual,Single-player,2017
Only One Hope,0.99,581610,Belarus Games,Action,Indie,Single-player,2017
Isolation,2.99,573530,Interactive Gaming Studios,Adventure,Adventure,Single-player,2017
Sakura Agent,9.99,575510,Winged Cloud,Adventure,Nudity,Single-player,2017
Minos Strategos,7.99,577490,BrainGoodGames,Strategy,Strategy,Single-player,2017
Miner Ultra Adventures,0.99,585780,Manic Mind Game Lab,Action,Psychological Horror,Single-player,2017
Eador. Imperium,19.99,477730,Snowbird Games,Indie,Strategy,Single-player,2017
Project Shield,0.99,585940,Sin dato,Sin dato,Early Access,Single-player,2017
No Way Out,0.99,572010,Rafael Farias,Action,Early Access,Single-player,2017
The Loner,1.99,581890,Felix Nickles,Adventure,Indie,Single-player,2017
Tyran,5.99,426210,Dragon's Games,Action,Early Access,Single-player,2017
Snowman,0.99,586090,Sin dato,Action,Indie,Single-player,2017
Ellipsis,9.99,514620,Salmi Games,Action,Action,Single-player,2017
Daydream Blue,4.99,413350,Sin dato,Sin dato,Adventure,Single-player,2017
Rayless,2.99,584760,Reb_Orn,Indie,Strategy,Single-player,2017
Resident Evil 7 / Biohazard 7 - Season Pass,29.99,540340,"CAPCOM Co., Ltd.",Action,Violent,Single-player,2017
KART CHASER : THE BOOST VR,9.99,583150,Sin dato,Sin dato,Casual,Single-player,2017
Corona Blossom Vol.3 Journey to the Stars,9.99,562480,Frontwing,Adventure,Sexual Content,Single-player,2017
Valentino Rossi The Game Compact,9.99,505120,Milestone S.r.l.,Racing,Simulation,Single-player,2017
Galactic Fighters - Soundtracks,1.99,584700,StarworkGC,Action,Indie,Single-player,2017
Weather Lord: Royal Holidays Collector's Edition,8.99,572570,"Yustas Game Studio,Alawar Entertainment",Casual,Strategy,Single-player,2016
Incredible Dracula II: The Last Call Collector's Edition,8.99,572580,"New Bridge Games,Alawar Entertainment",Adventure,Strategy,Single-player,2016
Akihabara - Feel the Rhythm - Soundtrack,3.99,571580,JMJ Interactive,Indie,Indie,Single-player,2017
20something,2.99,582840,Jake Tucker,Indie,Indie,Single-player,2017
Akihabara - Feel the Rhythm,4.99,565660,JMJ Interactive,Action,Indie,Single-player,2017
Dark Quest 2 Soundtrack,4.99,584180,Brain Seal Ltd,Indie,Strategy,Single-player,2017
Hearts of Iron IV: Sabaton Soundtrack Vol. 2,5.99,584141,Paradox Development Studio,Simulation,Strategy,Single-player,2017
Awaken,29.99,555970,Sin dato,Sin dato,Early Access,Single-player,2017
96 Mill,5.99,561480,Ethereal Darkness Interactive,Adventure,Adventure,Single-player,2017
imprint-X,4.99,434310,Morgondag,Adventure,Indie,Single-player,2017
imprint-X Soundtrack,2.99,503660,Morgondag,Adventure,Strategy,Single-player,2017
FSX Steam Edition: Grumman Gulfhawk II Add-On,14.99,536577,Just Flight,Simulation,Simulation,Single-player,2017
A Normal Lost Phone - Official Soundtrack,2.99,580700,Accidental Queens,Casual,Indie,Single-player,2017
A Normal Lost Phone,2.99,523210,Accidental Queens,Casual,Indie,Single-player,2017
Mainlining - Soundtrack,9.99,579100,Rebelephant,Adventure,Adventure,Single-player,2017
Mainlining - Art Book,0.0,585130,Rebelephant,Adventure,Adventure,Single-player,2017
Knockout League,19.99,488920,Sin dato,Sin dato,Early Access,Single-player,2017
Abyssal Zone,6.99,537380,Led,Casual,Indie,Single-player,2017
Witanlore: Dreamtime - Official Soundtrack,9.99,573010,Druid Gameworks Studio LLC,Adventure,Adventure,Single-player,2017
Slash It 2,0.99,583760,Just1337 Studio,Action,Indie,Single-player,2017
Romance of the Three Kingdoms Ⅱ / 三國志Ⅱ,12.99,521690,"KOEI TECMO GAMES CO., LTD.",Strategy,Strategy,Single-player,2017
Witanlore: Dreamtime,6.99,554570,Druid Gameworks Studio LLC,Adventure,Early Access,Single-player,2017
Genghis Khan / 蒼き狼と白き牝鹿・ジンギスカン,12.99,521650,"KOEI TECMO GAMES CO., LTD.",Strategy,Strategy,Single-player,2017
NOBUNAGA’S AMBITION: Zenkokuban / 信長の野望･全国版,12.99,521660,"KOEI TECMO GAMES CO., LTD.",Strategy,Strategy,Single-player,2017
Happy Drummer VR,9.99,575210,Sin dato,Sin dato,Simulation,Single-player,2017
Splitmind,8.866131486539212,341050,Rendal Studio,Adventure,Adventure,Single-player,2017
Heroes Evolved,0.0,534820,Net Dragon,Action,Free to Play,Single-player,2017
Avorion,17.99,445220,Boxelware,Action,Early Access,Single-player,2017
Nefarious,14.99,448290,StarBlade,Action,Indie,Single-player,2017
Dungeon Rushers - Veterans Skins Pack,1.99,581950,Goblinz Studio,Adventure,Strategy,Single-player,2017
Hellenica,19.99,540690,The Dragonloft,Indie,Turn-Based Tactics,Single-player,2017
"Fantasy Grounds - Trolls, Lizardmen and Rockmen Characters (Token Pack)",4.99,581390,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2017
Fantasy Grounds - Summoned Helpers (Token Pack),4.99,583230,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2017
Fantasy Grounds - Undead 2 (Token Pack),4.99,582650,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2017
FourChords Guitar Karaoke - Luke Bryan,7.99,563287,Musopia,Casual,Indie,Single-player,2017
The Last Hope: Trump vs Mafia - North Korea,3.99,581030,"Atomic Fabrik,Cristian Manolachi",Action,Indie,Single-player,2017
Death Penalty: Beginning,1.99,570380,"VI GAMES LLC,Ivan Buderkrvych",Indie,Indie,Single-player,2017
GoatPunks,9.99,425450,Alberto Santiago,Action,Early Access,Multi-player,2017
The Legend of Dark Witch 2 （魔神少女エピソード２）,9.99,555580,INSIDE SYSTEM,Action,Action,Single-player,2017
Soundtracks,9.99,556460,INSIDE SYSTEM,Action,Action,Single-player,2017
How to shoot a criminal,6.99,518130,Pandorica,Adventure,Indie,Single-player,2017
Tactical Genius Online,0.0,377150,Pixeltales.ru,Free to Play,Free to Play,Single-player,2017
DARIUSBURST Chronicle Saviours - Soukyuugurentai,4.99,540681,"Pyramid,Chara-Ani,G.rev Ltd.",Action,Action,Single-player,2017
DARIUSBURST Chronicle Saviours - Mahoudaisakusen,4.99,540682,"Pyramid,Chara-Ani,G.rev Ltd.",Action,Action,Single-player,2016
DARIUSBURST Chronicle Saviours - Battle Garegga,4.99,540680,"Pyramid,Chara-Ani,G.rev Ltd.",Action,Action,Single-player,2017
Once Upon an All Hallow's Eve,0.0,581650,Ran,Simulation,Simulation,Single-player,2017
Werther Quest,3.99,564720,Blueberry Studio,Action,Indie,Single-player,2017
Riot of the numbers,0.99,579150,Mihai Morosanu,Action,Action,Single-player,2017
Red's Kingdom,9.99,541240,Cobra Mobile,Action,Puzzle,Single-player,2017
ASSASSINATION BOX,5.99,551550,VitaliZelenyuk,Action,Early Access,Single-player,2017
Vzerthos: The Heir of Thunder,6.99,536450,DarkDes Labs,Action,Action,Single-player,2017
Extra Plinko Plays,0.0,582090,Oryzhon Studios,Casual,Indie,Single-player,2017
Bulby - Diamond Course,2.99,461390,Rafael Senne,Adventure,Adventure,Single-player,2017
Rage Against The Zombies,4.99,556990,3DDUO,Action,Casual,Single-player,2017
HVRGUN,5.99,582050,Sin dato,Sin dato,Early Access,Single-player,2017
Other Worlds India,0.99,576050,SharF Co.,Action,Casual,Single-player,2017
Rock-N-Rogue: A Boo Bunny Plague Adventure,3.99,439530,On the Level Game Studios,Action,Indie,Single-player,2017
Destination: Pluto The VR Experience,0.0,580410,Sin dato,Sin dato,Free to Play,Single-player,2017
Frequent Flyer,0.99,554150,"Coldwild Games,Vladimir Slav,Helen Nazarenko",Action,Action,Single-player,2017
Unhappy Ever After,5.99,552350,Warped Tales,Adventure,Adventure,Single-player,2017
Euro Truck Simulator 2 - Romanian Paint Jobs,0.99,558241,SCS Software,Indie,Simulation,Single-player,2017
Euro Truck Simulator 2 - Australian Paint Jobs,0.99,558242,SCS Software,Indie,Simulation,Single-player,2017
Jumping Tank,0.99,582430,Maximus.ez,Action,Casual,Single-player,2017
Urban Empire,29.99,352550,Reborn Games,Simulation,Strategy,Single-player,2017
Save the Ninja Clan,0.99,566670,Willz,Action,Indie,Single-player,2017
Sable Maze: Sullivan River Collector's Edition,9.99,569270,Daily Magic Productions,Adventure,Adventure,Single-player,2017
Conclave,11.99,333990,10x10 Room,Indie,RPG,Single-player,2017
Evertree Inn,3.99,565980,Hosted Games,Adventure,Indie,Single-player,2017
Element TD,0.99,578350,"Evan Hatampour,K.Song Tan,Anton Kagounkin Magdalina,Stuart Hwang,Mike VanPeursem",Strategy,Strategy,Single-player,2017
Lift It,4.99,402220,89AM Studio,Action,Sports,Single-player,2017
2017 Edition Add-on - Power & Revolution DLC,14.99,582150,Eversim,Simulation,Simulation,Downloadable Content,2017
Puzzle Puppers,4.99,578430,Cardboard Keep,Casual,Casual,Single-player,2017
FSX Steam Edition: Toposim North Africa Add-On,14.99,536548,Toposim,Simulation,Simulation,Single-player,2017
FSX Steam Edition: Toposim Middle East Add-On,19.99,536547,Toposim,Simulation,Simulation,Single-player,2017
Magic Box,0.99,575750,Indie Games Studio,Adventure,Casual,Single-player,2017
"Warhammer 40,000: Sanctus Reach",29.99,502370,Straylight Entertainment,Strategy,Strategy,Single-player,2017
Battle of Empires: 1914-1918 - Ottoman Empire,5.99,550540,Great War Team,Action,Strategy,Single-player,2017
FSX Steam Edition: Fair Dinkum Flights Add-On,12.99,536576,Dovetail Games,Simulation,Simulation,Single-player,2017
Train Simulator: Sacramento Northern: Suisun Bay – San Francisco Route Add-On,39.99,376979,G-TraX,Simulation,Simulation,Single-player,2017
Hive Jump OST,4.99,582930,Graphite Lab,Action,Action,Single-player,2017
Dark Dimensions: City of Fog Collector's Edition,9.99,578360,Daily Magic Productions,Adventure,Adventure,Single-player,2017
Judas,2.99,581820,Studio48,Action,Action,Single-player,2017
Hive Jump,19.99,295670,Graphite Lab,Action,Action,Single-player,2017
Mortifero Motus,3.99,581470,"Motus,EHTechnology",Indie,Indie,Single-player,2017
The Wisbey Mystery,7.99,575960,Argali Entertainment,Casual,Indie,Single-player,2017
Dunk It (VR Basketball),0.99,581920,Sin dato,Sin dato,Sports,Single-player,2017
Easy English™ Platinum,39.99,377030,Individual Software,Education,Education,Sin dato,2017
RPG Maker MV - Future Steam Punk,14.99,580051,"KADOKAWA,Yoji Ojima",Design &amp; Illustration,Design & Illustration,Downloadable Content,2017
Easy Spanish™ Platinum,39.99,377010,Individual Software,Education,Education,Sin dato,2017
Druid,2.99,552390,Blazing Planet Studio,Adventure,Indie,Single-player,2017
FourChords Guitar Karaoke - Nickelback,7.99,563288,Musopia,Casual,Indie,Single-player,2017
GridVR,2.99,579030,Sin dato,Sin dato,Action,Single-player,2017
Uno - Winter Theme,0.0,571810,Ubisoft Entertainment,Casual,Casual,Single-player,2017
Puzzle Island VR,9.99,571630,Sin dato,Sin dato,Early Access,Single-player,2017
Repulsanoid,1.99,550890,Slash Star Studios,Casual,Indie,Single-player,2016
Baseball Riot,4.99,567660,10tons Ltd,Casual,Casual,Single-player,2015
M.E.R.C.,19.99,555010,TinyMob Games,Action,Early Access,Single-player,2017
Torn Tales,12.99,388960,Twistplay,Adventure,Adventure,Single-player,2017
Starship Disco,9.99,503690,Sin dato,Sin dato,Action,Single-player,2017
Teria,0.99,557970,ElZzap Software,Action,Action,Single-player,2017
Super Rock Blasters!,9.99,505290,QuadraTron Games,Action,Action,Single-player,2017
Tom Clancy's Rainbow Six® Siege - Smoke Bushido Set,7.99,568970,Ubisoft Montreal,Action,Action,Single-player,2017
Monumental Failure,9.99,573300,Scary Wizard Games,Action,Casual,Single-player,2017
Outbreak,9.99,514990,Dead Drop Studios LLC,Action,RPG,Single-player,2017
kuso,4.99,578930,Fred Wood,Action,Indie,Single-player,2017
"Rocksmith® 2014 Edition  - Remastered – blink-182 - ""I Miss You""",2.99,509699,Ubisoft - San Francisco,Casual,Casual,Single-player,2017
Rocksmith® 2014 Edition – Remastered – blink-182 Song Pack II,11.99,509704,Ubisoft - San Francisco,Casual,Casual,Single-player,2017
Rocksmith® 2014 Edition – Remastered – blink-182 - “The Rock Show”,2.99,509701,Ubisoft - San Francisco,Casual,Casual,Single-player,2017
Rocksmith® 2014 Edition – Remastered – blink-182 - “Adam’s Song”,2.99,509700,Ubisoft - San Francisco,Casual,Casual,Single-player,2017
Don Bradman Cricket 17,49.99,464850,Big Ant Studios,Simulation,Sports,Single-player,2017
Escape From Nazi Labs - Original Soundtrack,0.0,582250,Manic Mind Game Lab,Action,Action,Single-player,2017
Pinkman,0.99,516480,Green Dinosaur Games,Action,Casual,Single-player,2017
Barbara-ian,5.99,380860,Owlbear,Action,Action,Single-player,2017
Haywire,3.99,540450,Sin dato,Sin dato,Movie,Captions available,2012
DOA5LR High Society Costume Set,19.99,572030,"Team NINJA,KOEI TECMO GAMES CO., LTD.",Action,Sexual Content,Single-player,2017
Siegecraft Commander,19.99,405340,Sin dato,Sin dato,Strategy,Single-player,2017
Dark Parables: Jack and the Sky Kingdom Collector's Edition,9.99,578320,Blue Tea Games,Adventure,Adventure,Single-player,2017
Judge Archer,4.99,551070,Sin dato,Sin dato,Movie,Captions available,2016
Jackie Chan Presents: Amnesia,4.99,569920,Sin dato,Sin dato,Movie,Captions available,2017
The Grand Canyon VR Experience,2.99,407710,Sin dato,Sin dato,Indie,Single-player,2017
The World 3:Rise of Demon,8.866131486539212,563730,Good Games,Action,Action,Single-player,2017
HORROR OF THE DEEP,7.99,567270,Sin dato,Sin dato,Early Access,Single-player,2017
Arena Hero,9.99,576280,Super Squared,Action,Action,Single-player,2017
Burgers 2,3.99,555890,Digitized Organism,Action,Indie,Single-player,2017
Toricky,14.99,477720,Atelier Melon-Kissa,Action,Indie,Single-player,2017
Swatcher,4.99,579920,Frozen Flame,Design &amp; Illustration,Photo Editing,Sin dato,2017
RYAN BLACK,2.99,567600,Trazzy Entertainment,Action,Action,Single-player,2017
The New Queen,7.99,552570,Warfare Studios,Adventure,RPG,Single-player,2017
RED,0.0,573770,"storyk21674,STILILA,貓蛋",Action,Free to Play,Single-player,2016
Street of Sanctuary VR,2.99,569390,Sin dato,Sin dato,Action,Single-player,2017
The table at war VR,14.99,555230,Sin dato,Sin dato,Strategy,Single-player,2017
Toricky - OST by Hiroki Kikuta & Dale North,6.99,551510,Atelier Melon-Kissa,Action,Strategy,Single-player,2017
Toricky - Strategy Book,3.99,580460,Atelier Melon-Kissa,Action,Strategy,Single-player,2017
Fantasy Grounds - Hybrids (Token Pack),4.99,580740,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2017
The Jackbox Party Pack 2 - Soundtrack,4.99,577930,"Jackbox Games, Inc.",Casual,Strategy,Single-player,2017
Fantasy Grounds - More Monsters (Token Pack),4.99,580240,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2017
Fantasy Grounds - Mini-Dungeon #013: The Case of the Scrupulous Pawnbroker (PFRPG),2.99,574460,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2017
Fantasy Grounds - Feasting at Lanterngeist (PFRPG),4.99,580760,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2017
Fantasy Grounds - The Lost Library of Thoth (PFRPG),4.99,580790,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2017
Pit People®,14.99,291860,The Behemoth,Action,Early Access,Single-player,2017
Fantasy Grounds - Black Magic (5E),3.99,580290,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2017
The Jackbox Party Pack 3 - Soundtrack,4.99,577810,"Jackbox Games, Inc.",Casual,Strategy,Single-player,2017
Kindled Cavern,4.99,578660,Sin dato,Sin dato,Adventure,Single-player,2017
Bearslayer,9.99,460210,bool games;,Action,Early Access,Single-player,2017
Ashes of the Singularity: Escalation - Dawn of the Singularity eBook,4.99,520646,David Simpson,Indie,Strategy,Single-player,2017
Ashes of the Singularity: Escalation - Soundtrack DLC,9.99,520641,"Stardock Entertainment,Oxide Games",Indie,Strategy,Single-player,2017
Zero-G,7.99,567890,Søren Trautner Madsen,Action,Indie,Single-player,2017
Winexy,0.99,577740,Heaven Brotherhood,Adventure,Casual,Single-player,2017
Reckpunk,0.0,495750,dlan,Action,Indie,Single-player,2014
Bunny & Piggy - New Year Edition,0.0,576350,Brzezinski,Indie,Indie,Single-player,2016
Dungeon Rushers - Soundtrack and wallpapers,4.99,577630,Goblinz Studio,Adventure,RPG,Single-player,2017
Space Slam,11.99,568480,Sin dato,Sin dato,Action,Single-player,2017
"Ready, Aim, Splat!",4.99,559170,Sin dato,Sin dato,Action,Single-player,2017
THE GREY MAN Official Soundtrack,1.99,578400,ATTACK MOUNTAIN,Adventure,Adventure,Single-player,2017
Embrace The Fear,5.99,578880,Sin dato,Sin dato,Action,Single-player,2017
Noda,9.99,578060,Sin dato,Sin dato,Early Access,Single-player,2017
High Profits,0.0,545650,Double Coconut,Free to Play,Free to Play,Single-player,2017
Fractal,6.99,566180,Sin dato,Sin dato,Early Access,Single-player,2017
Atomic 79,3.99,567370,Get Color Games,Action,Action,Single-player,2017
STANDBY – Wallpapers,0.99,578201,Noclip,Action,Action,Single-player,2017
Mysterium - Hidden Signs,1.99,563300,"Asmodee Digital,Playsoft",Strategy,Strategy,Single-player,2017
The Legends of Owlia,4.99,569590,Gradual Games,Action,Adventure,Single-player,2016
Wanderer: The Rebirth,6.99,568250,Sin dato,Sin dato,Adventure,Single-player,2017
Laraan SoundTrack,2.99,580160,Flynns Arcade,Action,Action,Single-player,2017
Train Simulator: DB BR 18 Steam Loco Add-On,19.99,376969,Eisenbahnwerk,Simulation,Simulation,Single-player,2017
Mysterium: A Psychic Clue Game,9.99,556180,"Asmodee Digital,Playsoft",Strategy,Strategy,Single-player,2017
Infinite Scuba®,12.99,305700,Cascade Game Foundry SPC,Casual,Early Access,Single-player,2017
FSX Steam Edition: Beechcraft T-34C Turbo Mentor Add-On,14.99,500239,Virtavia,Simulation,Simulation,Single-player,2017
Pleasure in Dream,5.99,575080,Upineleed,Action,Action,Single-player,2017
Zup! 3,0.99,575640,Quiet River,Casual,Casual,Single-player,2017
Dating Lessons,9.99,551780,Sin dato,Sin dato,Education,Steam Workshop,2017
Lucid Trips,7.99,389260,Sin dato,Sin dato,Early Access,Single-player,2017
"What The Heck, Dude?",0.99,550670,The_Kiddy,Action,Action,Single-player,2016
Pixel Puzzles Ultimate - Puzzle Pack: Embers,3.99,577311,DL Softworks,Adventure,Strategy,Single-player,2017
The Novelist: Original Score,4.99,577540,Kent Hudson,Adventure,Adventure,Single-player,2017
Pixel Puzzles Ultimate - Puzzle Pack: Samurai,4.99,577312,DL Softworks,Action,Strategy,Single-player,2017
Event[0] - Soundtrack,1.99,571120,Ocelot Society,Adventure,Adventure,Single-player,2017
Project RPG,2.99,455710,Acuze Interactives,Action,RPG,Single-player,2017
Pixel Puzzles Ultimate - Puzzle Pack: Elephants,2.99,577310,DL Softworks,Adventure,Strategy,Single-player,2017
Trainz Route: Chiyoda Branch Line,24.99,536730,N3V Games,Simulation,Simulation,Single-player,2017
Ahnayro - Original Soundtrack,9.99,572780,Alice &amp; Smith,Adventure,Strategy,Single-player,2017
Quick Draw,9.99,522250,Sin dato,Sin dato,Action,Single-player,2017
Brother Wings,0.99,576540,Brogames,Action,Casual,Single-player,2017
The Last Sunshine,4.99,390960,Four Eyes Productions,Sin dato,Sin dato,Single-player,2017
Low Magic Age,5.99,576770,Low Magic Studios,Adventure,Early Access,Single-player,2017
Arena: Blood on the Sand VR,3.99,577890,Sin dato,Sin dato,Action,Single-player,2017
Fluffy,0.99,578260,Blaiz Entertainment,Action,Action,Single-player,2017
Pixel Puzzles Ultimate - Puzzle Pack: PP1 Japan,4.99,577400,DL Softworks,Adventure,Indie,Single-player,2017
FSX Steam Edition: Toposim West Africa Add-On,14.99,536571,Toposim,Simulation,Simulation,Single-player,2017
FSX Steam Edition: Toposim Southern Africa Add-On,10.99,536570,Toposim,Simulation,Simulation,Single-player,2017
Final Core,4.99,556250,Tabc3dd,Action,Action,Single-player,2017
Tales of Berseria™,49.99,429660,BANDAI NAMCO Studios Inc.,Action,Anime,Single-player,2017
Paranormal Pursuit: The Gifted One Collector's Edition,9.99,569140,Alawar Entertainment,Adventure,Adventure,Single-player,2017
Euro Truck Simulator 2 - Michelin Fan Pack,2.99,388471,SCS Software,Indie,Simulation,Single-player,2017
"Minions, Monsters, and Madness",3.99,566200,Adam Hebert,Adventure,Adventure,Single-player,2017
Rocksmith® 2014 Edition – Remastered – Jefferson Airplane - “Somebody To Love”,2.99,509695,Ubisoft - San Francisco,Casual,Casual,Single-player,2017
Rocksmith® 2014 Edition – Remastered – 60s Mix Song Pack II,7.99,509698,Ubisoft - San Francisco,Casual,Casual,Single-player,2017
Rocksmith® 2014 Edition – Remastered – The Mamas & The Papas - “California Dreamin’”,2.99,509697,Ubisoft - San Francisco,Casual,Casual,Single-player,2017
CLASH - Legacy Pack,1.99,564260,Ultima Games,Action,Strategy,Multi-player,2017
Rocksmith® 2014 Edition – Remastered – Booker T. & the M.G.’s - “Green Onions”,2.99,509696,Ubisoft - San Francisco,Casual,Casual,Single-player,2017
Hearts of Chaos,4.99,555410,Warfare Studios,Adventure,Adventure,Single-player,2017
Twisted,9.99,565330,Games by Brundle,Action,Action,Single-player,2017
Pivot Pilot,6.99,569360,Deadspot Games,Action,Indie,Single-player,2017
vRhythm,4.99,526440,Sin dato,Sin dato,Early Access,Single-player,2017
Through the Mirror,1.99,548720,Cleiton Oliveira,Action,Casual,Single-player,2017
Collision Course,9.99,555400,Crynosaurs,Action,Early Access,Single-player,2017
Roadclub: League Racing,5.99,437730,Solid Core,Action,Early Access,Single-player,2017
Word Killer: Revolution,1.99,574630,Mihan0id,Action,Action,Single-player,2017
Fantasy Grounds - Mini-Dungeon #012: Nekh-ta-Nebi's Tomb (PFRPG),2.99,572790,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2017
Ladykiller in a Bind,19.99,560000,Love Conquers All Games,Indie,Sexual Content,Single-player,2016
Lemuria: Lost in Space,11.99,563250,EJRGames,Adventure,Indie,Single-player,2017
Ladykiller in a Bind — Original Soundtrack,6.99,576920,Love Conquers All Games,Indie,Nudity,Single-player,2017
VR0GU3™: Unapologetic Hardcore VR Edition,4.99,458190,Sin dato,Sin dato,Early Access,Single-player,2017
TankCraft,0.99,531520,Snowdon Games,Action,Strategy,Single-player,2014
Stone Age Wars,2.99,521230,Permafrost Studio,Action,Strategy,Single-player,2017
Nancy Drew®: The Secret of Shadow Ranch,9.99,572740,HeR Interactive,Adventure,Adventure,Single-player,2004
Fantasy Grounds - Sanctuary of Belches (5E),14.99,555840,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2017
STANDBY – Soundtrack,1.99,578200,Noclip,Action,Action,Single-player,2017
Vector 36 - Garage Upgrade 1 ( x2 slot ),3.99,578770,Red River Studio LLC,Action,Action,Single-player,2017
Paul Pixel - The Awakening,3.99,569050,Xoron GmbH,Adventure,Adventure,Single-player,2017
Spirit of Maya,1.99,576730,Blind Recluse,Action,Indie,Single-player,2017
Tiny Wheels,1.99,577850,Sin dato,Sin dato,Simulation,Single-player,2017
Don't Chat With Strangers,4.99,533170,Bartosz Bojarowski,Indie,Indie,Single-player,2017
Match More,0.99,468540,Logic tree,Casual,Early Access,Single-player,2017
Mayan Prophecies: Ship of Spirits Collector's Edition,9.99,568160,Elefun Games,Adventure,Adventure,Single-player,2017
Fight or Die,2.99,574810,Vyacheslav Shilikhin,Action,Action,Single-player,2017
Archipelago: Navigable VR Comic,4.99,577120,Sin dato,Sin dato,Indie,Single-player,2017
Vex - World 2 Unlock,0.99,574970,"Stenner Studios,Killbox Graphics",Adventure,Indie,Single-player,2017
Vex - World 3 Unlock,0.99,574971,"Stenner Studios,Killbox Graphics",Adventure,Strategy,Single-player,2017
The Puzzle Room VR ( Escape The Room ),12.99,576620,Sin dato,Sin dato,Indie,Single-player,2017
RAYGUN COMMANDO VR,0.0,576840,Sin dato,Sin dato,Free to Play,Single-player,2017
Heroes of Dark Dungeon,5.99,568670,Solomakha Taras,Action,Early Access,Single-player,2017
hack_me,3.99,526740,"Egor Magurin,Eugene Radaev",Indie,Simulation,Single-player,2016
Pictopix,6.99,568320,Tomlab Games,Casual,Indie,Single-player,2017
Kitten Squad,0.0,547820,SAGENCY,Action,Free to Play,Single-player,2017
MHRD,9.99,576030,Funghisoft,Indie,Simulation,Single-player,2017
Final Bravely,3.99,576800,Windam,Action,RPG,Single-player,2017
Spirit,2.99,561010,Nylund Games,Casual,Indie,Single-player,2017
The Cabin: VR Escape the Room,4.99,560640,Sin dato,Sin dato,Adventure,Single-player,2017
Unalive,0.99,574640,RandomSpin,Action,Indie,Single-player,2017
Blortasia,4.99,497450,Sin dato,Sin dato,Indie,Single-player,2017
HoPiKo,6.99,437390,Laser Dog,Action,Indie,Single-player,2017
Perch,7.99,573460,Sin dato,Sin dato,Early Access,Single-player,2017
Cecil B. Demented,3.99,541710,Sin dato,Sin dato,Movie,Captions available,2016
Earth Girls Are Easy,3.99,541680,Sin dato,Sin dato,Movie,Captions available,2013
Football Blitz,3.99,516410,Applava,Action,Casual,Single-player,2017
Space Hotel,1.99,564900,NHLislive,Indie,Indie,Single-player,2017
MX vs. ATV Supercross Encore - 2017 Official Supercross Pack,19.99,430324,"Rainbow Studios,THQ Nordic",Racing,Simulation,Single-player,2017
Ride 2 Rising Sun Bikes Pack,5.99,515130,Milestone S.r.l.,Racing,Racing,Single-player,2017
Tom Clancy's Rainbow Six® Siege - Tachanka Bushido Set,7.99,568960,Ubisoft Montreal,Action,Action,Single-player,2017
Mesh Maker VR,0.0,576790,Sin dato,Sin dato,Early Access,HTC Vive,2017
