user_id,recommend_yes,recommend_not
76561198085090114,2,0
76561198085092904,1,0
76561198085097560,1,0
76561198085099625,2,0
76561198085105930,6,0
76561198085107826,1,0
76561198085107888,1,0
76561198085109035,0,1
76561198085112694,2,0
76561198085125302,2,0
76561198085125793,2,0
76561198085126364,1,0
76561198085133982,0,1
76561198085136299,2,0
76561198085144241,1,0
76561198085148686,1,0
76561198085151512,1,0
76561198085158965,1,0
76561198085164525,1,0
76561198085167128,1,0
76561198085169531,1,0
76561198085181270,1,0
76561198085183243,1,0
76561198085183415,0,1
76561198085200257,4,2
76561198085216476,3,0
76561198085216751,1,0
76561198085225105,4,0
76561198085225506,1,0
76561198085226283,1,0
76561198085227041,1,0
76561198085227281,2,0
76561198085240724,1,0
76561198085241786,1,0
76561198085245725,1,0
76561198085249424,1,0
76561198085249560,3,0
76561198085254013,1,0
76561198085255228,1,0
76561198085267385,1,0
76561198085285121,4,3
76561198085294887,1,0
76561198085301805,2,0
76561198085305569,1,0
76561198085319787,2,0
76561198085321660,0,1
76561198085327867,6,0
76561198085343519,1,0
76561198085345522,4,2
76561198085355556,1,1
76561198085373053,1,0
76561198085383067,1,0
76561198085399133,4,0
76561198085408536,3,0
76561198085411705,1,0
76561198085428446,1,0
76561198085432440,1,0
76561198085441225,2,0
76561198085452088,1,0
76561198085452317,1,0
76561198085457850,6,1
76561198085470909,1,0
76561198085494884,1,0
76561198085510022,1,0
76561198085513666,2,0
76561198085514510,1,0
76561198085521450,2,0
76561198085522813,7,0
76561198085544455,1,0
76561198085547365,2,0
76561198085548011,7,0
76561198085548260,0,1
76561198085551766,1,0
76561198085567114,2,0
76561198085568434,1,0
76561198085569225,1,0
76561198085571748,2,5
76561198085572287,1,0
76561198085577617,1,0
76561198085601351,2,0
76561198085635425,1,0
76561198085645865,1,0
76561198085660316,3,0
76561198085668153,1,0
76561198085676418,1,0
76561198085677474,0,1
76561198085686437,1,0
76561198085689029,1,0
76561198085692317,1,0
76561198085700027,1,1
76561198085715384,1,0
76561198085720701,2,0
76561198085728306,1,0
76561198085732637,2,0
76561198085734937,1,1
76561198085743341,1,0
76561198085748969,6,0
76561198085759352,1,1
76561198085774896,1,0
76561198085775287,1,0
76561198085780775,0,1
76561198085788881,6,0
76561198085792941,1,0
76561198085793604,2,0
76561198085796003,1,0
76561198085800064,1,0
76561198085802298,1,0
76561198085808339,0,1
76561198085808870,0,1
76561198085838339,1,0
76561198085850670,1,0
76561198085854920,1,0
76561198085862370,1,0
76561198085867671,1,0
76561198085869763,1,0
76561198085878594,1,0
76561198085879027,1,0
76561198085881404,1,0
76561198085883839,0,0
76561198085888138,2,0
76561198085896622,1,0
76561198085905659,2,0
76561198085916165,3,0
76561198085927668,2,1
76561198085933402,1,0
76561198085936560,1,0
76561198085956238,1,3
76561198085960667,6,0
76561198085982092,5,1
76561198085996419,1,0
76561198086008401,1,0
76561198086021614,3,0
76561198086028360,1,0
76561198086039782,1,0
76561198086045190,1,0
76561198086051664,1,0
76561198086073892,1,0
76561198086083131,0,1
76561198086085936,0,1
76561198086096492,1,0
76561198086100927,1,0
76561198086114745,2,0
76561198086118981,3,0
76561198086119658,1,1
76561198086120470,1,0
76561198086127331,1,0
76561198086134318,1,0
76561198086137240,1,0
76561198086139632,3,0
76561198086140906,1,1
76561198086141910,1,0
76561198086143321,1,0
76561198086146150,0,1
76561198086160648,3,0
76561198086188944,0,1
76561198086194246,1,0
76561198086197802,1,0
76561198086200117,2,0
76561198086214261,1,0
76561198086238997,1,0
76561198086270423,4,0
76561198086279622,2,0
76561198086282677,2,0
76561198086302347,1,0
76561198086306189,1,1
76561198086307661,1,0
76561198086311312,1,0
76561198086316431,1,0
76561198086317601,1,0
76561198086326043,1,0
76561198086348166,1,0
76561198086366362,2,0
76561198086374701,1,0
76561198086388371,5,0
76561198086388497,4,0
76561198086392619,5,0
76561198086405567,1,0
76561198086409332,1,0
76561198086415196,1,0
76561198086424558,1,0
76561198086428888,2,0
76561198086431129,1,0
76561198086448358,1,0
76561198086462653,2,2
76561198086479820,2,0
76561198086484358,1,0
76561198086485711,1,0
76561198086498571,4,3
76561198086500439,1,0
76561198086509186,0,1
76561198086530323,1,1
76561198086541667,2,0
76561198086545438,0,1
76561198086560332,1,0
76561198086567101,1,0
76561198086572689,0,1
76561198086581134,1,0
76561198086600883,1,0
76561198086608130,1,0
76561198086613935,3,2
76561198086621637,1,0
76561198086622542,1,1
76561198086629867,2,0
76561198086646719,1,0
76561198086647266,1,0
76561198086658851,1,0
76561198086660625,2,0
76561198086661632,1,0
76561198086664250,2,0
76561198086666210,1,0
76561198086687010,1,0
76561198086698451,1,0
76561198086699150,1,0
76561198086721852,1,0
76561198086722947,0,1
76561198086724424,0,1
76561198086732056,3,0
76561198086758138,2,0
76561198086781762,1,0
76561198086790598,1,0
76561198086791425,1,0
76561198086820025,1,0
76561198086822291,1,0
76561198086833597,2,0
76561198086834544,2,0
76561198086842861,1,0
76561198086846878,1,0
76561198086857424,0,2
76561198086870166,1,0
76561198086872866,4,1
76561198086876483,1,1
76561198086883406,2,0
76561198086884048,1,0
76561198086885214,1,2
76561198086891907,1,0
76561198086903028,1,0
76561198086918051,2,0
76561198086924547,1,0
76561198086925721,1,0
76561198086933353,1,0
76561198086934889,1,0
76561198086936067,1,0
76561198086945652,1,0
76561198086966342,1,0
76561198086973040,1,0
76561198086980563,4,0
76561198086988105,6,0
76561198086989292,0,1
76561198087000746,4,0
76561198087000982,2,0
76561198087010391,1,0
76561198087011672,1,0
76561198087013530,1,0
76561198087017601,2,0
76561198087039124,1,0
76561198087059817,1,0
76561198087072331,1,0
76561198087072533,1,0
76561198087135044,2,1
76561198087142327,2,0
76561198087157968,1,0
76561198087161894,1,0
76561198087167215,1,0
76561198087170428,1,0
76561198087173211,1,1
76561198087175873,1,0
76561198087177555,1,0
76561198087184037,2,0
76561198087184731,3,0
76561198087192695,1,0
76561198087196831,2,0
76561198087197141,1,0
76561198087216220,1,0
76561198087230183,1,0
76561198087237984,1,0
76561198087254461,1,0
76561198087264465,1,0
76561198087266823,1,1
76561198087279731,1,0
76561198087282941,1,0
76561198087306814,1,0
76561198087310986,3,0
76561198087312804,2,0
76561198087330199,1,0
76561198087345682,1,0
76561198087347504,4,0
76561198087368301,1,0
76561198087371948,1,0
76561198087374224,1,0
76561198087375527,1,0
76561198087378537,1,0
76561198087379866,1,0
76561198087380689,1,0
76561198087381424,1,0
76561198087391492,2,0
76561198087393066,1,0
76561198087407319,1,0
76561198087417568,1,0
76561198087419337,2,0
76561198087423111,2,0
76561198087429279,1,0
76561198087430106,3,0
76561198087438032,2,0
76561198087445400,4,0
76561198087445940,1,0
76561198087459627,2,0
76561198087469366,1,0
76561198087480152,2,2
76561198087493270,1,0
76561198087503493,0,1
76561198087507270,2,0
76561198087511576,2,1
76561198087512580,1,0
76561198087515956,2,0
76561198087525726,1,0
76561198087527685,1,0
76561198087534380,1,0
76561198087540888,1,0
76561198087546697,1,1
76561198087556976,9,0
76561198087566671,7,1
76561198087570173,3,0
76561198087574887,1,0
76561198087574900,2,0
76561198087586057,1,0
76561198087586464,1,0
76561198087589175,1,0
76561198087589643,7,0
76561198087590205,1,0
76561198087594857,1,0
76561198087597289,1,0
76561198087607110,2,0
76561198087612430,1,0
76561198087629781,1,0
76561198087630045,1,1
76561198087633253,0,1
76561198087650886,1,0
76561198087654581,6,0
76561198087661229,2,0
76561198087681999,1,0
76561198087699908,2,1
76561198087706617,4,1
76561198087716285,1,0
76561198087717668,1,0
76561198087729571,1,0
76561198087741169,1,0
76561198087753522,2,0
76561198087809390,2,1
76561198087816498,1,0
76561198087818012,0,1
76561198087829868,1,0
76561198087831627,3,0
76561198087836043,1,0
76561198087837304,3,0
76561198087843941,1,0
76561198087845573,1,0
76561198087854030,1,0
76561198087867088,1,0
76561198087871638,1,0
76561198087880030,2,0
76561198087884834,1,0
76561198087913907,1,0
76561198087919947,1,0
76561198087930289,1,0
76561198087934431,2,0
76561198087940080,2,0
76561198087943265,2,0
76561198087944125,1,0
76561198087950285,2,0
76561198087951172,2,1
76561198087957707,1,0
76561198087965132,1,0
76561198087966210,1,0
76561198087978958,1,0
76561198087979850,1,0
76561198087980305,1,0
76561198087985459,1,0
76561198087992251,1,0
76561198087994542,1,0
76561198088000520,1,0
76561198088003895,1,0
76561198088009683,2,0
76561198088018211,8,0
76561198088027331,1,0
76561198088037781,0,1
76561198088044024,1,0
76561198088045830,1,0
76561198088052883,1,0
76561198088054470,2,0
76561198088065011,5,0
76561198088081025,1,0
76561198088082495,3,0
76561198088103936,1,1
76561198088116776,1,0
76561198088127282,2,0
76561198088129281,1,0
76561198088129605,1,1
76561198088140468,1,0
76561198088143921,6,0
76561198088144000,5,0
76561198088145132,1,1
76561198088155821,1,0
76561198088166110,1,0
76561198088167260,1,0
76561198088203016,9,0
76561198088209379,1,0
76561198088209407,4,1
76561198088213120,1,0
76561198088216646,1,0
76561198088228692,5,0
76561198088247035,6,1
76561198088296689,1,0
76561198088315165,0,1
76561198088320031,2,1
76561198088340679,1,0
76561198088356010,1,0
76561198088367955,3,0
76561198088375962,1,0
76561198088378367,1,0
76561198088378528,1,0
76561198088391518,1,0
76561198088397505,7,0
76561198088402422,1,0
76561198088407985,5,4
76561198088408984,2,1
76561198088410602,3,0
76561198088416466,2,0
76561198088463711,1,0
76561198088472271,1,0
76561198088472385,1,0
76561198088473518,0,1
76561198088485452,0,1
76561198088486552,1,0
76561198088490613,1,0
76561198088508070,1,0
76561198088529669,4,1
76561198088531301,2,0
76561198088531324,2,0
76561198088538797,1,0
76561198088541644,0,1
76561198088568935,1,1
76561198088571383,1,0
76561198088580022,1,0
76561198088583840,1,1
76561198088584293,1,1
76561198088587850,1,0
76561198088599132,1,0
76561198088605004,1,0
76561198088606103,1,0
76561198088606516,1,0
76561198088615969,1,0
76561198088630638,1,0
76561198088633724,1,0
76561198088634120,2,0
76561198088635279,1,0
76561198088655268,1,0
76561198088660441,2,0
76561198088661531,4,0
76561198088668608,1,0
76561198088699917,1,1
76561198088700626,1,0
76561198088701303,1,0
76561198088709404,3,0
76561198088716282,3,1
76561198088720737,1,0
76561198088724903,2,0
76561198088742582,4,0
76561198088743596,3,0
76561198088745442,1,0
76561198088748682,2,0
76561198088748895,1,0
76561198088751275,1,0
76561198088755490,1,0
76561198088776018,7,0
76561198088779915,1,0
76561198088785160,4,0
76561198088785660,1,0
76561198088795912,1,0
76561198088801581,1,0
76561198088802064,1,0
76561198088802805,1,0
76561198088806161,1,0
76561198088807138,4,0
76561198088808564,2,0
76561198088813779,1,0
76561198088830592,1,0
76561198088838638,1,0
76561198088844664,2,0
76561198088844840,7,0
76561198088852059,1,0
76561198088854011,1,0
76561198088857515,1,0
76561198088860621,6,0
76561198088865795,1,0
76561198088865993,1,0
76561198088869440,1,0
76561198088870250,1,0
76561198088880648,1,0
76561198088881478,1,0
76561198088890688,4,0
76561198088890825,1,0
76561198088891398,3,0
76561198088891836,1,0
76561198088892521,2,0
76561198088918807,1,0
76561198088930910,0,1
76561198088931923,2,0
76561198088932660,1,1
76561198088944164,1,0
76561198088944293,3,2
76561198088947777,8,0
76561198088948199,4,0
76561198088974596,1,0
76561198089007454,1,0
76561198089007932,2,0
76561198089025822,1,0
76561198089026473,1,0
76561198089032867,1,0
76561198089053903,1,0
76561198089076206,5,0
76561198089082829,1,1
76561198089083202,0,1
76561198089084860,1,0
76561198089093825,3,1
76561198089095498,0,1
76561198089117691,1,1
76561198089127271,1,0
76561198089131001,1,0
76561198089135179,2,0
76561198089154904,0,1
76561198089158782,2,1
76561198089160897,1,0
76561198089170427,7,0
76561198089179910,1,0
76561198089191476,2,0
76561198089193401,1,0
76561198089195777,1,0
76561198089200630,1,0
76561198089204482,1,2
76561198089220459,2,0
76561198089228252,2,0
76561198089242036,1,0
76561198089242483,1,0
76561198089271904,2,0
76561198089277054,1,0
76561198089288206,9,0
76561198089288956,1,0
76561198089291500,2,0
76561198089296397,2,0
76561198089297196,2,0
76561198089300394,1,0
76561198089305478,1,0
76561198089309136,1,0
76561198089331221,2,0
76561198089332194,1,0
76561198089346291,3,0
76561198089349493,2,0
76561198089354029,2,0
76561198089354509,1,0
76561198089355998,1,0
76561198089360928,4,2
76561198089365649,5,3
76561198089393905,2,0
76561198089434180,2,0
76561198089436384,2,1
76561198089439104,1,0
76561198089439191,1,0
76561198089455336,4,1
76561198089480352,1,0
76561198089481267,4,0
76561198089501467,7,0
76561198089503414,2,0
76561198089509654,1,1
76561198089523994,1,0
76561198089526841,1,0
76561198089527527,6,0
76561198089540481,6,0
76561198089541599,6,0
76561198089541911,5,3
76561198089545153,5,0
76561198089549244,2,0
76561198089576595,2,0
76561198089585145,1,0
76561198089588759,3,0
76561198089604858,2,0
76561198089610857,2,0
76561198089611596,0,1
76561198089621910,8,0
76561198089638608,1,0
76561198089649301,6,2
76561198089650922,1,0
76561198089652308,1,0
76561198089665351,1,0
76561198089668873,1,0
76561198089669021,1,0
76561198089673598,1,0
76561198089683053,1,0
76561198089696343,1,0
76561198089699297,1,0
76561198089711842,1,0
76561198089713205,1,0
76561198089715956,1,0
76561198089719383,1,0
76561198089720618,1,0
76561198089722795,1,0
76561198089724894,1,0
76561198089735322,1,0
76561198089754310,1,0
76561198089754625,1,0
76561198089766169,1,0
76561198089768747,1,0
76561198089768915,1,0
76561198089772554,4,0
76561198089779183,3,1
76561198089788291,1,0
76561198089793989,2,0
76561198089811970,1,0
76561198089815482,1,1
76561198089820105,1,0
76561198089821852,1,0
76561198089823257,1,0
76561198089826024,1,0
76561198089828631,1,1
76561198089828906,0,1
76561198089833180,0,1
76561198089846453,1,0
76561198089848099,2,0
76561198089861671,1,0
76561198089875992,2,0
76561198089876886,1,0
76561198089899736,1,0
76561198089900832,2,0
76561198089905857,2,1
76561198089913156,1,0
76561198089915749,1,0
76561198089915927,1,0
76561198089930824,1,0
76561198089936845,1,0
76561198089939807,2,0
76561198089949548,2,0
76561198089949965,1,0
76561198089961001,3,0
76561198089965977,2,0
76561198089991627,3,0
76561198090001818,1,0
76561198090015061,1,0
76561198090018608,1,1
76561198090020454,0,1
76561198090082897,2,0
76561198090089821,1,0
76561198090092678,3,1
76561198090093819,1,1
76561198090110632,1,0
76561198090129532,1,0
76561198090142281,0,1
76561198090150367,1,0
76561198090180844,4,0
76561198090194644,1,0
76561198090194786,5,0
76561198090204221,0,1
76561198090206489,1,0
76561198090216265,1,0
76561198090219991,1,1
76561198090222300,1,0
76561198090227095,2,0
76561198090236445,1,0
76561198090240161,0,1
76561198090264587,3,0
76561198090272909,1,0
76561198090274308,1,0
76561198090295377,1,0
76561198090300952,1,1
76561198090302241,1,0
76561198090315264,1,0
76561198090327701,1,0
76561198090331907,1,0
76561198090332398,1,1
76561198090341048,4,0
76561198090356834,3,0
76561198090367828,2,0
76561198090373797,1,0
76561198090393261,0,1
76561198090406732,1,0
76561198090431959,3,0
76561198090441831,2,0
76561198090446169,2,0
76561198090455022,1,0
76561198090457112,1,0
76561198090457693,0,1
76561198090460736,1,0
76561198090461345,2,0
76561198090464330,2,0
76561198090478432,4,0
76561198090486045,3,1
76561198090487357,3,0
76561198090488278,4,0
76561198090493264,1,0
76561198090495592,1,0
76561198090502308,1,0
76561198090506712,1,0
76561198090507837,1,0
76561198090511110,1,0
76561198090511238,1,0
76561198090520544,2,0
76561198090530209,1,1
76561198090538255,1,0
76561198090542837,2,0
76561198090548543,1,0
76561198090548578,1,0
76561198090560137,1,0
76561198090567864,1,0
76561198090573475,1,0
76561198090575770,1,0
76561198090578159,1,0
76561198090595012,3,0
76561198090604018,1,0
76561198090621006,2,0
76561198090629940,1,0
76561198090642401,5,0
76561198090650669,1,0
76561198090658129,2,0
76561198090660044,8,0
76561198090682676,1,0
76561198090689076,1,0
76561198090694948,1,0
76561198090713504,2,0
76561198090715178,2,0
76561198090722493,1,0
76561198090724038,1,0
76561198090724989,0,1
76561198090760162,2,0
76561198090768760,1,0
76561198090773476,2,1
76561198090792324,1,0
76561198090805056,1,0
76561198090818363,2,0
76561198090836955,1,0
76561198090839738,1,0
76561198090842891,1,0
76561198090848023,0,1
76561198090851230,2,0
76561198090867859,1,0
76561198090898725,1,0
76561198090899557,0,1
76561198090921255,3,1
76561198090932287,2,0
76561198090933512,2,0
76561198090934295,5,3
76561198090937647,0,1
76561198090949532,1,0
76561198090998972,1,0
76561198091006606,1,0
76561198091016047,1,0
76561198091024013,1,0
76561198091034264,10,0
76561198091043690,1,0
76561198091051848,4,0
76561198091053426,1,0
76561198091066992,1,0
76561198091081910,0,1
76561198091082337,1,0
76561198091085055,4,0
76561198091095932,1,0
76561198091097773,1,0
76561198091103191,1,1
76561198091108888,1,0
76561198091110290,3,1
76561198091116626,1,0
76561198091120667,1,0
76561198091126167,1,0
76561198091127623,1,0
76561198091128519,2,1
76561198091131449,1,0
76561198091133921,3,0
76561198091135545,1,0
76561198091138643,2,0
76561198091146515,1,0
76561198091152936,1,0
76561198091159513,1,0
76561198091160836,1,0
76561198091164094,0,1
76561198091164764,4,1
76561198091169175,1,0
76561198091169263,1,0
76561198091171400,1,0
76561198091173609,1,0
76561198091177154,1,0
76561198091190397,6,0
76561198091199302,6,0
76561198091203454,4,3
76561198091213907,1,0
76561198091216652,1,0
76561198091250353,1,1
76561198091250895,3,0
76561198091251297,1,0
76561198091259632,2,0
76561198091266752,4,0
76561198091272808,4,0
76561198091296461,1,0
76561198091309741,1,0
76561198091325036,1,0
76561198091325442,1,0
76561198091327602,5,0
76561198091344363,3,0
76561198091358304,1,0
76561198091369153,1,1
76561198091378623,1,0
76561198091384609,2,0
76561198091398351,1,0
76561198091404694,3,0
76561198091405304,2,1
76561198091416716,0,1
76561198091429493,10,0
76561198091434225,4,1
76561198091447998,2,0
76561198091448711,1,0
76561198091467967,1,0
76561198091479250,3,0
76561198091488628,1,0
76561198091490622,1,0
76561198091491495,1,0
76561198091493184,1,0
76561198091511785,1,0
76561198091512618,2,0
76561198091514051,2,0
76561198091515229,1,0
76561198091515601,1,0
76561198091518774,3,0
76561198091524388,1,0
76561198091526444,1,0
76561198091537009,1,0
76561198091548646,1,0
76561198091548792,2,3
76561198091555688,1,0
76561198091558466,1,0
76561198091563407,1,0
76561198091572560,3,0
76561198091582959,1,0
76561198091589936,1,0
76561198091590393,1,0
76561198091605281,1,0
76561198091610400,2,0
76561198091612238,1,0
76561198091613577,2,6
76561198091620717,1,0
76561198091631250,1,0
76561198091636035,1,0
76561198091637868,2,0
76561198091646080,1,0
76561198091664122,1,0
76561198091681013,1,0
76561198091682568,10,0
76561198091688762,1,0
76561198091694133,1,0
76561198091703171,2,0
76561198091710192,1,0
76561198091714349,2,1
76561198091717988,3,0
76561198091721091,2,0
76561198091722897,1,0
76561198091733633,1,0
76561198091738673,1,0
76561198091740831,1,0
76561198091741812,1,0
76561198091755029,1,0
76561198091756176,1,0
76561198091770962,3,0
76561198091779143,1,0
76561198091787257,1,0
76561198091788480,1,0
76561198091794114,1,0
76561198091795062,2,0
76561198091807832,3,0
76561198091815938,1,0
76561198091823489,1,0
76561198091826904,0,1
76561198091832841,1,0
76561198091833491,2,0
76561198091845464,1,0
76561198091852462,1,0
76561198091863460,1,0
76561198091868909,4,0
76561198091872904,1,0
76561198091885821,3,1
76561198091895259,0,1
76561198091898889,1,0
76561198091901556,1,0
76561198091906572,5,1
76561198091908773,4,0
76561198091913914,1,0
76561198091926245,1,0
76561198091932812,2,0
76561198091938654,4,0
76561198091947429,2,0
76561198091950237,1,0
76561198091955922,2,0
76561198091972169,1,0
76561198091974824,1,0
76561198091976678,2,1
76561198091986289,1,0
76561198091995282,1,0
76561198091999396,1,0
76561198092003845,1,0
76561198092005436,2,1
76561198092013490,3,2
76561198092020961,1,0
76561198092022514,8,0
76561198092050517,1,1
76561198092054106,1,0
76561198092056932,4,0
76561198092058318,1,0
76561198092063339,1,0
76561198092064357,1,0
76561198092064451,2,0
76561198092068521,2,1
76561198092078915,1,0
76561198092084120,2,1
76561198092096760,1,0
76561198092099507,1,0
76561198092104105,2,0
76561198092114416,1,0
76561198092121309,1,0
76561198092122093,1,0
76561198092148962,1,0
76561198092163978,0,1
76561198092172350,1,0
76561198092174809,1,0
76561198092188845,2,0
76561198092215337,1,0
76561198092216068,1,0
76561198092216405,1,0
76561198092220546,3,0
76561198092220958,1,1
76561198092221837,3,0
76561198092225388,1,0
76561198092226373,2,0
76561198092227136,2,0
76561198092229748,1,0
76561198092235082,1,0
76561198092242919,1,0
76561198092248933,1,0
76561198092278847,2,0
76561198092297803,1,0
76561198092305052,1,0
76561198092306325,1,0
76561198092310770,6,0
76561198092333882,1,0
76561198092339855,3,0
76561198092341441,1,0
76561198092342174,1,1
76561198092345811,3,0
76561198092346634,1,0
76561198092347921,1,0
76561198092363101,1,0
76561198092369007,8,1
76561198092373642,0,1
76561198092374007,0,1
76561198092377526,1,0
76561198092381867,1,0
76561198092384284,2,0
76561198092398769,1,0
76561198092403662,1,0
76561198092407908,1,0
76561198092422168,1,0
76561198092431676,2,0
76561198092439425,1,0
76561198092440135,1,0
76561198092448174,8,6
76561198092457262,4,0
76561198092466083,1,1
76561198092466953,3,0
76561198092473445,7,2
76561198092473728,1,1
76561198092493461,1,0
76561198092494600,1,0
76561198092501010,1,0
76561198092511029,3,0
76561198092540221,5,0
76561198092545243,1,0
76561198092545952,1,0
76561198092547722,1,0
76561198092555785,4,0
76561198092559916,3,0
76561198092560110,1,0
76561198092564032,1,0
76561198092574945,1,0
76561198092576259,1,0
76561198092577173,1,0
76561198092589283,4,0
76561198092591927,1,0
76561198092612877,2,0
76561198092623837,2,0
76561198092626023,0,1
76561198092627689,2,0
76561198092635332,1,0
76561198092638474,5,0
76561198092659141,1,0
76561198092674729,1,0
76561198092681910,1,0
76561198092695661,5,0
76561198092735015,4,2
76561198092750032,1,0
76561198092776352,1,0
76561198092791856,3,0
76561198092796694,0,1
76561198092798425,1,0
76561198092814591,1,0
76561198092819016,3,0
76561198092847310,1,0
76561198092971472,1,0
76561198092973654,1,0
76561198092985183,1,0
76561198092989777,3,0
76561198092998604,2,0
76561198092999858,1,0
76561198093043200,1,0
76561198093066459,1,0
76561198093067382,1,0
76561198093068088,1,0
76561198093069589,1,0
76561198093077688,1,0
76561198093078781,1,0
76561198093080426,2,0
76561198093091281,1,0
76561198093094168,1,0
76561198093112529,1,0
76561198093124034,1,4
76561198093136680,1,0
76561198093148567,3,2
76561198093152725,1,0
76561198093153432,1,0
76561198093156182,6,2
76561198093156419,1,1
76561198093158990,0,1
76561198093161734,0,1
76561198093164941,1,0
76561198093166360,2,0
76561198093167105,1,0
76561198093167547,3,0
76561198093176686,4,0
76561198093179649,1,0
76561198093179917,0,1
76561198093191096,1,0
76561198093209097,1,0
76561198093209700,1,0
76561198093240797,0,1
76561198093242240,1,0
76561198093244874,1,0
76561198093248844,4,0
76561198093250521,1,0
76561198093252101,1,0
76561198093260139,1,0
76561198093261278,1,0
76561198093261921,2,0
76561198093262586,1,0
76561198093265305,1,0
76561198093265892,1,0
76561198093266099,5,1
76561198093267405,1,0
76561198093269733,3,0
76561198093270673,1,0
76561198093272537,1,0
76561198093272625,1,0
76561198093272651,1,0
76561198093273236,0,1
76561198093275367,1,0
76561198093276380,6,0
76561198093283574,1,1
76561198093283652,1,0
76561198093284207,1,0
76561198093289103,1,0
76561198093295500,4,0
76561198093301565,3,1
76561198093336165,0,7
76561198093337643,1,0
76561198093344933,1,0
76561198093360882,4,0
76561198093361154,8,0
76561198093374278,1,0
76561198093380344,2,0
76561198093381429,1,0
76561198093386811,2,3
76561198093394236,1,0
76561198093437165,1,0
76561198093448979,0,1
76561198093453471,1,0
76561198093465448,1,0
76561198093465910,8,0
76561198093468038,3,0
76561198093468239,2,0
76561198093478636,1,0
76561198093505849,5,0
76561198093507873,1,0
76561198093537015,1,0
76561198093541789,0,2
76561198093541850,1,0
76561198093547083,1,0
76561198093554508,1,0
76561198093557146,1,0
76561198093560216,1,0
76561198093563764,2,0
76561198093567765,1,0
76561198093568871,1,0
76561198093575256,1,0
76561198093584099,1,0
76561198093624679,0,1
76561198093624785,7,0
76561198093625944,1,0
76561198093633422,1,0
76561198093656407,2,0
76561198093658975,1,0
76561198093659817,1,0
76561198093684803,1,0
76561198093686401,1,0
76561198093695145,1,0
76561198093711678,6,2
76561198093722743,1,0
76561198093725111,1,0
76561198093735220,1,0
76561198093736412,1,0
76561198093736769,1,0
76561198093737741,4,1
76561198093739334,1,0
76561198093749122,1,0
76561198093768306,1,5
76561198093769658,3,0
76561198093772886,2,0
76561198093792318,1,0
76561198093796919,1,0
76561198093797146,1,0
76561198093814775,1,0
76561198093815606,2,0
76561198093816042,1,0
76561198093816684,1,0
76561198093818820,2,0
76561198093825245,1,0
76561198093826511,1,0
76561198093833194,1,0
76561198093834014,3,0
76561198093835298,0,1
76561198093838282,1,0
76561198093838682,1,0
76561198093839799,5,2
76561198093842609,1,0
76561198093846750,0,1
76561198093847443,2,0
76561198093918831,1,0
76561198093923987,2,0
76561198093935386,1,0
76561198093936183,1,0
76561198093938729,1,0
76561198093939281,1,0
76561198093944702,1,0
76561198093955352,1,0
76561198093955912,0,1
76561198093961758,4,0
76561198093963443,1,0
76561198093970444,2,0
76561198093972974,2,0
76561198093983570,2,0
76561198093986319,8,0
76561198093992124,2,0
76561198094009584,1,0
76561198094024142,1,0
76561198094024364,2,0
76561198094032017,4,0
76561198094037257,1,0
76561198094039971,1,0
76561198094044127,1,0
76561198094044284,3,0
76561198094051172,1,1
76561198094051303,1,1
76561198094055339,1,0
76561198094062762,2,0
76561198094065803,4,1
76561198094071373,1,0
76561198094073056,1,0
76561198094074209,3,0
76561198094077205,1,0
76561198094090475,1,0
76561198094106185,3,0
76561198094111845,1,0
76561198094132116,1,0
76561198094136811,1,0
76561198094149935,2,0
76561198094161460,1,0
76561198094162039,0,1
76561198094163912,2,0
76561198094174176,2,5
76561198094176685,1,0
76561198094184873,2,0
76561198094193531,4,0
76561198094194624,2,0
76561198094224872,1,0
76561198094233773,1,0
76561198094243372,1,0
76561198094245250,3,0
76561198094247822,1,0
76561198094253076,1,0
76561198094264350,1,0
76561198094283454,1,0
76561198094304449,14,0
76561198094321155,0,1
76561198094324289,1,0
76561198094344083,1,0
76561198094345295,1,0
76561198094345587,2,0
76561198094350759,1,0
76561198094350896,1,0
76561198094359049,3,0
76561198094362866,1,1
76561198094368675,1,0
76561198094395257,1,0
76561198094397698,1,0
76561198094410284,2,0
76561198094411433,1,0
76561198094413234,3,0
76561198094414013,1,1
76561198094417840,1,0
76561198094426674,1,0
76561198094428264,7,1
76561198094437143,2,0
76561198094437585,1,0
76561198094438867,1,0
76561198094455101,1,0
76561198094455687,1,0
76561198094457617,1,0
76561198094460843,3,0
76561198094471302,1,0
76561198094506909,0,2
76561198094507877,0,1
76561198094509661,0,1
76561198094511613,2,1
76561198094513310,1,0
76561198094515883,1,0
76561198094519454,4,0
76561198094523451,2,0
76561198094532627,1,0
76561198094533668,2,0
76561198094544716,1,0
76561198094551776,1,0
76561198094559318,1,0
76561198094579576,1,0
76561198094589246,3,0
76561198094611693,2,0
76561198094623726,2,0
76561198094634713,1,0
76561198094639852,2,0
76561198094652307,1,0
76561198094653273,2,0
76561198094654275,1,0
76561198094656207,6,1
76561198094656452,2,0
76561198094663041,2,0
76561198094663718,10,0
76561198094665607,18,2
76561198094667834,1,0
76561198094671333,1,0
76561198094673744,1,0
76561198094673961,1,0
76561198094695756,2,0
76561198094718859,1,1
76561198094722660,1,3
76561198094752240,1,0
76561198094780411,1,0
76561198094780836,1,0
76561198094782691,4,0
76561198094829750,0,1
76561198094830975,1,0
76561198094831229,1,0
76561198094838512,0,1
